t1.id_string,distinct_user,cnt
79aba041b3000f91ca24821bbfc3dcba,2,2
7a582b3411cb844af1cac34b839aeb67,2,2
9b0a4fc1326a9cf7f20d33f210748b3f,5,5
b3b5af83892deaa2434b0c636447e8cf,2,2
bd878131b57748443e628185e27cff36,4,4
bf5f9ea8d3edce4d159d0ee5720953f6,3,3
dd0ccf45e7407e58cf454336aa6e3fa3,2,2
267ee86326d722d457c7debaa728e9c8,2,2
2ad7af450a027696d788a4fb800ec91d,3,3
4fd4f81e9399770acdfe3556f9e09993,2,2
53cb2679baa805b56b9654395bba2c24,2,2
72b2eba56f905f8b7fd4e9ef4cc1812e,2,2
8aac60295688a0c22d61fc8e9177110c,2,2
8b1bcef978436f0814ddc9eaf213991c,2,2
9584515420b924622d0ea8a30abb6063,6,6
d05cd1ee3159ac13a10b25337a49b73c,2,2
d06dfccbd2cda22146ea3a99b1c202c3,2,2
dfcdd475cae1af7a068d4b06b1997cf4,2,2
07b9ff2a4a85590da3eaf6ccff62a5e4,4,4
0e116cdb291fdcb2c3c45085e8b50612,7,7
32c7881bb2604cdfb633996be0b41e43,2,2
51b718b784d712dc251b06921c1129a0,13,13
6f06854f000d9226da636a22a238bb77,7,7
7f3827c5d0cdfcd8a96df45536df49b4,2,2
ae35780f261b199a78d1b5e0563f2d07,3,3
c152d7f40dd5e50e79a0b3b5a8666fe8,2,2
c930696d94be6b2ec473dea906b16cf1,2,2
01e0ef16c96103c7fa5e05007450bb1d,2,2
329c575373256660ee43f893e49971fe,2,2
557e4d17c9d83b7fb7b820fc1f5342dc,2,2
59fbace856c35a441d8aa89ae7e1fb40,2,2
6a95a78e409a00531436d9e224af71c6,2,2
b09493af3f125acbc59d1b2443016c62,3,3
fc0f99ee669846f7d2a393a04f64cd89,3,3
fe651db7d733f9ac84b4f77ddcfcc8bd,4,4
09b695fedde77ba77f2df5c39bfa9b59,3,3
0dac705f48f606e6781fdca2879441d7,2,2
0e3be886d6ff55a94a42e2e1afb59173,2,2
4a97c8f6f0d833b6740b4c77d4641f89,2,2
4dbcb42685a4b1c943b70e79caa7d80a,2,2
5e3338db0ba13471c924f3a758a61322,2,2
78a9fbcaa59f734c30377089529fad78,2,2
80c964e405ba84679618d09bdf2b35ed,2,2
9226c914c85c0899868edffbb44ca5c9,2,2
9a11dbde048a284563c970903c649e48,2,2
a6906cc7529f2e725e6d97bbe17269d6,2,2
b22a5777f240daa4a5d6eec41a47fb37,2,2
cd50f7803f875053eaefb9d6832983fa,2,2
ea805026097185bb40d626a2dafa384f,2,2
0caf723842657f5e5e06658333db7ef2,2,2
113b4f3f1127fba067a3ed2a1b2a8418,2,2
11be5e47cc0ae5a5932fc994b4e3e78f,2,2
12626e30775c492198ae5c681391f56f,2,2
2c6a29d3bdb4c5a9bc423c60a268294b,9,9
2f0aa3d87550fd206be83e3801372200,2,2
3efec581d7bf66266aea67746ac0ea9d,4,4
501eb386b5468b3d43ba57a4955773a0,2,2
5ed477a0c141d50159ed73ebeb84cad2,2,2
ee04165dfc1a2d810ff7373064443b67,2,2
06631dda2930728149bbcf1b0513aae9,2,2
09eab65e94eb3db1f433472cdddd5502,2,2
153fb40a3565b7d27e6926bc64ce5198,2,2
2b27a5a31ec5b366e27a7228db95c3c6,2,2
77fe23344cee4e7cd8a04a069171397d,2,2
9a7cde6c72660a5d641b21218b45762c,2,2
a45006af4c6ae650ca7042368ddf3035,2,2
a7c8c790105e404c166470c8de6f4177,2,2
c686c2f0fafcd926adc7130f344fbe3a,2,2
cd353406fca6f6d640351bd0d792f53a,2,2
e1a669cc978cf4a7b55a46877ff3fa5e,3,3
22068f6854bd9d7bb06806a5c17400f7,2,2
460f097ec0667bbc6f1b74c8c4ef4150,3,3
542133b9522b6fd719028f4188c30c7d,2,2
b00664d4bfa35f4e0537974a6aa036f6,5,5
bae3fa4f9f48890ead21278d051a78db,3,3
f86cb2a43fddfbe88e807b2b0a27a031,2,2
1a4b72188bcb8aab848bb617df5e83b1,2,2
60e39992b4f5a8bb1fc60f1e377a7ab2,2,2
622e2b410943493ebf5007f5ff288dee,2,2
b92924cc7df5b032004b55a6ea93b96f,2,2
c76dcd45b5f6fdc6c37583581237d9b5,4,4
de1715f38d0237bbaf19007ec120bc08,2,2
f98cac0507503f1e0fa09b2bbd339c1d,2,2
0e03143cefe92c319cc12f0dde7105a8,2,2
541c7b1d833b4ffe880bbbe0d74cdcb7,26,26
594a5c92a89cd39e0a778f02bbd2bad5,2,2
af3c7bfccbac983ab5a3d6126d06788a,2,2
d28b257819b60af157cb1496c45c58e0,3,3
e50f7f1b1c6de39b68dced7b51518b4f,2,2
e52c2891fd34a09b9c8913b1dfe9c3a7,5,5
18e1581e16a55231156025a818ea995c,2,2
265f7bcde701145dd85dc8d31417edf5,2,2
2a2e306169cdb42b55224ec3e8838881,4,4
879e5603e0b7163bbba3ba98bb597f7b,2,2
afb3c51a0a33e321450af3574e09512d,2,2
b49dceec0637f4f89eb02f56c55a2cda,4,4
cb244b2e9b4bfbe7b1f1505e88227a5e,2,2
e01ff38ac14deddbd1d6f60034f527ea,2,2
ec8fe49910392ecea2ea634958fd9a39,3,3
01fe378591979b5eeebedd87fea98b01,2,2
0d7dc27cdc04ec5eae2ebf14d97c19f4,2,2
20aae8ed3360ea7d92bfe6a2b85c4427,2,2
285d9cee7ed5317dcafcd44db7fb0da8,2,2
2ba2fb244566db60e54f6ff9c9a1f9b5,2,2
2e4d8219b39138d3f21aee41d041afef,5,5
4387f435f366a185861bd4af91bf5c86,3,3
534aec272ee0f3e03387dd8bbc86d495,2,2
6882e9b6477ec8c0b27d15860b3ae48a,2,2
a39b03192e911288a1f2c6db2c957f17,2,2
e42faa3f709412adc2cd6ac3696eea4a,2,2
08ddbaf4f3f08698d6a7ac9d8f752b9f,2,2
273de048138544d9be6459ee43b992f4,3,3
7711a7a8b599b34d78642f13f045ee0f,3,3
773ee1777b2ee3ab957b41f6c8545c29,2,2
80d0ae5b436e469d8e9619355533911d,3,3
9473a1efa66661b1e29d2d76c4801055,2,2
b4facc52cfec4ce25e410a8a24dde78e,2,2
e8dfba05d7c45c147791f3fdf9474987,3,3
ec3b497f2828f2c2f0cc2f9d18b147e4,2,2
f9049826a54578c943724a21aac6e566,2,2
01b7f137ca847945187454f142930956,2,2
156933f8c700006deb7e04dc247f2b68,2,2
1604087faf0735e3aab6d469b7f880a4,2,2
45197e2bb150b8cf2655f043a005ec2e,2,2
4667871cbedc5b28e8b3972bd242269c,2,2
4f833e2e4749fdda2d7be99df994c6bc,2,2
663e64c6a4fa461f00fb50a513a8bb1b,3,3
67bb0bc5d3f680984eb971b01da5c27a,2,2
e39c8debfed2d36f8099de092f36e2f1,5,5
fb7a80ed1089b0b15aa8c51f6af04b0e,2,2
0922fdb3107a0270bcc14e403db97aab,8,8
3535a75355c39f8c174dc9103d2e8672,3,3
366a578c956580adca84f089e5f22557,2,2
5af46eb1773289aae2546010b0d8d604,2,2
6959a093ce4d8efbef7fa3f3464ba763,6,6
73ed487267f22618b6d689c74ae1842f,2,2
79380c1eb8b84799d063ddc3144ec3a4,2,2
7b3e8ea75db0502d8015e795f7f69c71,2,2
9310b5ddbd72c9611d5fa6734f5a724d,2,2
a67912bcc45da2a8dd8fe0058130091c,4,4
aed376586cc172205f1f9f7ef39357f9,2,2
c40b9b9d8918819e58632536ecd444cb,2,2
cd7180eaff18bcd52b19875616c51ea3,2,2
e410d70d40e0414c976991afa9b07e85,2,2
e5d5e2b648636bf1a40cf936dec9cb82,3,3
e7b89ad260285b9b27f0ef823008acc0,2,2
ee4aa23bef24a63c914bb422c25c1d2c,2,2
11f947ddfa6e32505427f08ca9bc2ab8,2,2
abcd9765e539f232aefde9643c89bac1,4,4
bc08405d659630b862d68bda9f735e8e,3,3
688dae3a428ebe3e0cc9e55e0db9d1a4,3,3
6b406f63f2afd778a774c1d44dce46e7,3,3
9c2446d1f35f7657cc9934a401490952,3,3
9efb2306c020496c6dec68314e733fa7,2,2
a52a722f29d06db31c46ba71e5b8ee77,2,2
b60b5ff622cac2f8715cb9c8bf8524e0,3,3
b9b5b1428e5435d2f02bb2676800b15e,2,2
c9e7c4e56f4b60747eb04aee84b8925f,3,3
d0668efc551397102c4daf048c22da6b,2,2
49480bc6d072b8769ecc75a63a3110bf,2,2
4bee388fe3a185680764ca9a20a5d73f,2,2
93e3d119ac937905993428f43085ec0f,2,2
a321f2e3ad0e9992ad8d5b00f1d4a85e,8,8
ba8f8271c234c8dbfa8b170d5b13c310,2,2
be05e5c110180f0cb450930836bf62fa,4,4
c18743eb52d2482548d46fa82dba77a8,2,2
da8b79eeb2f72599c9f01d0dd707db51,2,2
e63d81924f7b05442a805d6a2da13178,2,2
fbb3bf68a736a73b528fd71b27699056,2,2
2696d7d84bb97b8f4a5476656658d7ed,2,2
531e082e41e20e561d3ee971a4f0fbff,2,2
627cb88757d193592f409430c8d4b0c2,2,2
830f633133381f72662ed225bb9d9523,2,2
a7604ffab047742b3591bf3b5bcc69c2,2,2
ad7da98311c153ffa8464794ef2d3a58,2,2
c11896a0c623be17775b558e32130566,2,2
d557a101fc59452fb9d17a4d7829829e,2,2
deac3e293efe338263f3e68801928af0,2,2
02e9a2f4b2d6dd2d084fe7ec79088818,2,2
36463f5feef5fa7488214b89c2eaf6aa,2,2
3bf7fe3c762bcd4cfca44e81a25d4bf5,3,3
5156e012f8be5c5e06c60692064f13b8,2,2
da249391f11caa4c547f6c62584e047f,2,2
1aaa9e10936338e76a51edd328ec747b,2,2
28a3d55e5cc217f2f94dd42241e1ff45,2,2
894d2d24e19bf9946f133d957fa09d59,2,2
ab7c7a78ce3b40e0b10602964ad1cb71,4,4
b5921560545a8a450365a7894f4b4e7a,2,2
c4506c8072c1117e679b9432ae211977,2,2
e4227f72ad098a945bc1613bd9d91c8d,2,2
e67d36d43b77f9d1b92cc8c5ef30270f,5,5
f809b1b3b150eed99cebb7d0c1fee77f,2,2
180b61dc4d94a6362b55f4091c2db1f4,2,2
2dabbcba624f44f8387cbf2914f24718,2,2
50c5ba98a5cfff56ecdea13b81676b82,2,2
5de055e4cb1e8bd2105707c82761cbf3,3,6
5e9577bd5c757ecab354a0d54ff91a29,4,4
5ed0662a83d10c29a1aacf771514336e,2,2
621d398f38638007d34113ee0861f1d3,3,3
662c2c671bfd8eb8e1e6349439a4efc5,5,5
8ec23ecf0a0ac0a82c90fb83bfaa3a45,2,2
a5cb66b4b9d3c2cd5aafe696d3a7ea97,2,2
c8c853da9d52c4dd2c0063e5303b0278,2,2
dd3a2c4b5d0ebcd454d94a006f28fd0d,2,2
ed76a2955ba5af1baf8237029a00ce71,2,2
f8442ff0c67d72d2056281fe3d6545c2,3,3
0e908832d80f9d39c640573ffd11c11a,2,2
2b4dab1b95033c2d72137113f944daf1,2,2
44ec361e6a1f09c77dc2508c779ba23c,2,2
598b470eb5217eb28880609b2f39dbf8,3,3
801a012dd1a11a4841cced6318dab4da,2,2
8121a0a8b2baae5cfa50bde228a9f341,2,2
82202426d5f9b391ea97b2508935ff5b,3,3
a421414e4c2ee7c26336eba19fab045c,2,2
e45c6f50914c59299f5f13d394178338,3,3
e8fcadb5799288dce765bb3822c5db6e,2,2
00a2192c58d8bd939b3ad5304802e639,2,2
1da6a8985c052be0a40dddfe14b1d37d,2,2
20b01fcfd47a27fb07e283118db96021,2,2
47dccca9e55c112f7aef2c5417064880,4,4
4dc39b03eff3d7fb1861770f6924406f,4,4
5a807df7ec95932aa396c348fd20c240,2,2
61f6c999ea6e806772d44cf50ccc6639,2,2
8cf4b1046f8e58afde95fe5d8b9cd49e,2,2
ae146890983d1080b9c41dccdd6e587b,2,2
bfa6ee2dd4859bd7ff31a53324d409f7,5,5
bfcba31640ad246f56b9c9de66411940,2,2
c36b124a1cff101f63633646738b30cb,2,2
c594dbc7e202165b871a9e6f50a6c10d,2,2
e3bb4e69419121205fdd56e55fa75ebc,2,2
f6f09765d3a448efd003b402b57eb5f2,3,3
102c8bb61ac57b70957f3b2c0331baac,2,2
29a5e00bbb9d338a7218c0c2e11fa496,2,2
91862121da3ae25e277dc783242c3768,2,2
c72da093bce62bff346923751a960609,2,2
c8c43d4d26c33777415336ada8dbf9e7,4,4
22476c830ed8978109935f39348eae0e,2,2
60a2761812daa256c864461cf23972f5,2,2
8b6e382e0770c645d1539f8d96f83375,2,2
a6060caf41658c2a71edce94de3d2ccd,2,2
a7b09fc6b0e4413549034db40984e926,2,2
cfc5f78ff62c96e251e55e205bd0c2a7,2,2
d5f49aa33f6ad106dd92326ec7ef1e1f,4,4
e4fec97569061955c2084c91ffe9489a,2,2
13ccec5c3741c431c8465b48ed5248e4,2,2
2eafca260169eaf51155908b4fa07b13,2,2
4094f06b7cf173f28a96163ed0f2e8ba,2,2
62866a316d7dc5062b438aa8792dde95,3,3
6411a26d4963f1a28f116edfda987f95,2,2
7cd3674db8a03ffda69edd48c75c755f,5,5
7d29c66064076b8bb2f011ad7811c9ac,2,2
838ebb1a5917d499deee85091e06f2e4,7,7
8c77766d58be9724abc06bb0819364a0,2,2
a0417593bc9ee1f8c9c640c1059dcadc,2,2
c762e26c2f0f48e43f0ba104356fbb95,2,2
dc54132edaa1281a454bad138d1b8a84,2,2
37a82d31f5a3345014f81dd3294121b1,3,3
42e6a64d536a7de533ae26cc202c76cd,3,3
44fa62cd2f49287dd9fc1e289a49cca2,4,4
4ab1402dba20072cd74dea7dda5c8439,2,2
9378ec81d2f5becea2048e161d49bb2b,2,2
99d12bc204a6192603f9c92fb3280061,3,3
9bfef726335857c760c5358ecdd28893,2,2
9d8b37f37ad83fc7fa8761fe48c4b649,2,2
b5266a8573c35154cb38aa31fdaa5b8c,2,2
b6599398160a1864bb31aacee38c5d85,3,3
b736536dda35745db7552698d15a7583,2,2
ba4a042ca8dd4a6651649db22ba74075,2,2
bffca1efd39f2e3dc31bda3e9372bb6c,2,2
c29270e86ea668f5216c39eae87f0deb,2,2
c77a2154d1f14aa92b32b54d835736f4,2,2
ff0455897280d381de487d311618a015,4,4
1dcc5d8c70cfaa2d828153c12c54f43f,6,18
33ad989eccb1cd84c092b18daef69bc9,2,2
4c645bdc1bbe831bce11d80c6f5d5fd3,2,2
833e6a836fa2ead74cd7392fd6a92bb4,2,2
9ad16c12045d544483c9dcf6c6b91f81,3,3
9e944da8757c2e0bd39762c833f460f7,2,2
a8643b63b9502a83aec844fd18ad9ff6,3,3
baea67b981eb9e882fcb817c599ef6c2,2,2
db78233c3b81befb36040d2b9b66039c,2,2
e13c042f62c8ad4c16b3cca9910c83a7,3,3
37d72f067f10412b190026f82b6c7c4b,4,4
57f9d8d6269badfd91831e5646e776fe,3,3
63848bf4607ea73786b4a628f4005e12,2,2
68c13b3fc871f7663f0ef24be5db48fe,2,2
6a0b412fbe1179e761462a54583e167c,3,3
8780655d5b7f66b001f335cdb928bc95,2,2
e055cd68bcb48d598882f58c423774a2,2,2
e27559c4ccd4181d50c9d760d290eb4d,3,3
e5690bc88de7acea4f4b9a9f7fecdaf2,2,2
e7a0cdc0a3d8794981eb23f68ec7b070,2,2
f264ef7b9bd610eba404b01ecf8716e0,2,2
0954ddbd4b32880bf09b387a79612fa2,2,2
11f1419549993c3b61ef9236e83b26bf,2,2
1ed77d58e3c196d0f09bff195588b954,2,2
725f80127feb74bc793ceff3163d8fd5,2,2
9d6c480d0f31f0777a4e9e06fa6bf56b,3,4
d9523d7b614035c021f8c8c081f6e9c5,2,2
